"huc8","name","date","none","d0x","d1x","d2x","d3x","d4x"
"03030007","Northeast Cape Fear",2017-06-20,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-06-27,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-07-04,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-07-11,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-07-18,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-07-25,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-08-01,41.1,58.9,0,0,0,0
"03030007","Northeast Cape Fear",2017-08-08,41.1,58.9,0,0,0,0
"03030007","Northeast Cape Fear",2017-08-15,50.36,49.64,0,0,0,0
"03030007","Northeast Cape Fear",2017-08-22,50.36,49.64,0,0,0,0
"03030007","Northeast Cape Fear",2017-08-29,84.68,15.32,0,0,0,0
"03030007","Northeast Cape Fear",2017-09-05,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-09-12,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-09-19,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-09-26,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-10-03,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-10-10,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-10-17,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-10-24,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-10-31,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2017-11-07,95.34,4.66,0,0,0,0
"03030007","Northeast Cape Fear",2017-11-14,71.71,28.29,0,0,0,0
"03030007","Northeast Cape Fear",2017-11-21,71.71,28.29,0,0,0,0
"03030007","Northeast Cape Fear",2017-11-28,2.91,97.09,0,0,0,0
"03030007","Northeast Cape Fear",2017-12-05,2.98,97.02,0,0,0,0
"03030007","Northeast Cape Fear",2017-12-12,2.98,97.02,0,0,0,0
"03030007","Northeast Cape Fear",2017-12-19,2.98,97.02,0,0,0,0
"03030007","Northeast Cape Fear",2017-12-26,8.05,91.95,0,0,0,0
"03030007","Northeast Cape Fear",2018-01-02,8.05,91.95,0,0,0,0
"03030007","Northeast Cape Fear",2018-01-09,64.75,35.25,0,0,0,0
"03030007","Northeast Cape Fear",2018-01-16,64.84,35.16,0,0,0,0
"03030007","Northeast Cape Fear",2018-01-23,64.84,35.16,0,0,0,0
"03030007","Northeast Cape Fear",2018-01-30,93.88,6.12,0,0,0,0
"03030007","Northeast Cape Fear",2018-02-06,93.09,6.91,0,0,0,0
"03030007","Northeast Cape Fear",2018-02-13,92.99,7.01,0,0,0,0
"03030007","Northeast Cape Fear",2018-02-20,92.99,7.01,0,0,0,0
"03030007","Northeast Cape Fear",2018-02-27,92.99,7.01,0,0,0,0
"03030007","Northeast Cape Fear",2018-03-06,92.99,7.01,0,0,0,0
"03030007","Northeast Cape Fear",2018-03-13,92.99,7.01,0,0,0,0
"03030007","Northeast Cape Fear",2018-03-20,92.99,7.01,0,0,0,0
"03030007","Northeast Cape Fear",2018-03-27,92.99,7.01,0,0,0,0
"03030007","Northeast Cape Fear",2018-04-03,92.99,7.01,0,0,0,0
"03030007","Northeast Cape Fear",2018-04-10,99.96,0.04,0,0,0,0
"03030007","Northeast Cape Fear",2018-04-17,99.96,0.04,0,0,0,0
"03030007","Northeast Cape Fear",2018-04-24,99.96,0.04,0,0,0,0
"03030007","Northeast Cape Fear",2018-05-01,99.96,0.04,0,0,0,0
"03030007","Northeast Cape Fear",2018-05-08,99.96,0.04,0,0,0,0
"03030007","Northeast Cape Fear",2018-05-15,99.96,0.04,0,0,0,0
"03030007","Northeast Cape Fear",2018-05-22,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-05-29,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-06-05,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-06-12,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-06-19,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-06-26,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-07-03,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-07-10,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-07-17,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-07-24,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-07-31,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-08-07,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-08-14,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-08-21,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-08-28,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-09-04,94.6,5.4,0,0,0,0
"03030007","Northeast Cape Fear",2018-09-11,94.6,5.4,0,0,0,0
"03030007","Northeast Cape Fear",2018-09-18,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-09-25,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-10-02,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-10-09,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-10-16,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-10-23,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-10-30,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-11-06,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-11-13,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-11-20,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-11-27,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-12-04,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-12-11,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-12-18,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2018-12-25,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-01-01,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-01-08,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-01-15,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-01-22,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-01-29,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-02-05,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-02-12,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-02-19,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-02-26,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-03-05,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-03-12,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-03-19,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-03-26,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-04-02,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-04-09,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-04-16,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-04-23,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-04-30,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-05-07,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-05-14,33.69,66.31,0,0,0,0
"03030007","Northeast Cape Fear",2019-05-21,0.66,99.34,0,0,0,0
"03030007","Northeast Cape Fear",2019-05-28,0,36.32,63.68,0,0,0
"03030007","Northeast Cape Fear",2019-06-04,0,25.32,74.68,0,0,0
"03030007","Northeast Cape Fear",2019-06-11,0.26,27.05,72.69,0,0,0
"03030007","Northeast Cape Fear",2019-06-18,0.24,26.84,72.92,0,0,0
"03030007","Northeast Cape Fear",2019-06-25,0.2,26.88,72.92,0,0,0
"03030007","Northeast Cape Fear",2019-07-02,0,14.68,85.32,0,0,0
"03030007","Northeast Cape Fear",2019-07-09,0,14.69,85.31,0,0,0
"03030007","Northeast Cape Fear",2019-07-16,4.55,24.35,71.1,0,0,0
"03030007","Northeast Cape Fear",2019-07-23,4.55,23.28,72.17,0,0,0
"03030007","Northeast Cape Fear",2019-07-30,4.55,23.28,72.17,0,0,0
"03030007","Northeast Cape Fear",2019-08-06,4.55,23.28,72.17,0,0,0
"03030007","Northeast Cape Fear",2019-08-13,3.02,19.88,77.1,0,0,0
"03030007","Northeast Cape Fear",2019-08-20,3.04,59.94,37.02,0,0,0
"03030007","Northeast Cape Fear",2019-08-27,26.2,36.78,37.02,0,0,0
"03030007","Northeast Cape Fear",2019-09-03,26.2,36.78,37.02,0,0,0
"03030007","Northeast Cape Fear",2019-09-10,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-09-17,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-09-24,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-10-01,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-10-08,90.88,9.12,0,0,0,0
"03030007","Northeast Cape Fear",2019-10-15,90.88,9.12,0,0,0,0
"03030007","Northeast Cape Fear",2019-10-22,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-10-29,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-11-05,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-11-12,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-11-19,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-11-26,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-12-03,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-12-10,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-12-17,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-12-24,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2019-12-31,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-01-07,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-01-14,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-01-21,83.39,16.61,0,0,0,0
"03030007","Northeast Cape Fear",2020-01-28,38.05,61.95,0,0,0,0
"03030007","Northeast Cape Fear",2020-02-04,58.93,41.07,0,0,0,0
"03030007","Northeast Cape Fear",2020-02-11,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-02-18,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-02-25,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-03-03,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-03-10,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-03-17,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-03-24,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-03-31,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-04-07,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-04-14,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-04-21,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-04-28,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-05-05,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-05-12,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-05-19,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-05-26,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-06-02,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-06-09,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-06-16,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-06-23,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-06-30,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-07-07,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-07-14,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-07-21,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-07-28,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-08-04,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-08-11,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-08-18,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-08-25,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-09-01,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-09-08,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-09-15,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-09-22,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-09-29,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-10-06,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-10-13,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-10-20,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-10-27,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-11-03,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-11-10,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-11-17,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-11-24,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-12-01,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-12-08,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-12-15,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-12-22,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2020-12-29,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-01-05,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-01-12,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-01-19,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-01-26,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-02-02,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-02-09,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-02-16,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-02-23,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-03-02,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-03-09,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-03-16,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-03-23,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-03-30,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-04-06,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-04-13,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-04-20,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-04-27,0,100,0,0,0,0
"03030007","Northeast Cape Fear",2021-05-04,0,100,0,0,0,0
"03030007","Northeast Cape Fear",2021-05-11,0,43.81,56.19,0,0,0
"03030007","Northeast Cape Fear",2021-05-18,0,43.81,56.19,0,0,0
"03030007","Northeast Cape Fear",2021-05-25,0,0,100,0,0,0
"03030007","Northeast Cape Fear",2021-06-01,0,0,39.62,60.38,0,0
"03030007","Northeast Cape Fear",2021-06-08,0,40.77,59.23,0,0,0
"03030007","Northeast Cape Fear",2021-06-15,67.78,24.08,8.14,0,0,0
"03030007","Northeast Cape Fear",2021-06-22,73.07,18.45,8.48,0,0,0
"03030007","Northeast Cape Fear",2021-06-29,81.59,9.93,8.48,0,0,0
"03030007","Northeast Cape Fear",2021-07-06,81.87,18.13,0,0,0,0
"03030007","Northeast Cape Fear",2021-07-13,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-07-20,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-07-27,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-08-03,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-08-10,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-08-17,100,0,0,0,0,0
"03030007","Northeast Cape Fear",2021-08-24,100,0,0,0,0,0
"03040101","Upper Yadkin",2000-01-04,0,80.4,19.6,0,0,0
"03040101","Upper Yadkin",2000-01-11,0,100,0,0,0,0
"03040101","Upper Yadkin",2000-01-18,0,100,0,0,0,0
"03040101","Upper Yadkin",2000-01-25,55.8,44.2,0,0,0,0
"03040101","Upper Yadkin",2000-02-01,100,0,0,0,0,0
"03040101","Upper Yadkin",2000-02-08,100,0,0,0,0,0
"03040101","Upper Yadkin",2000-02-15,100,0,0,0,0,0
"03040101","Upper Yadkin",2000-02-22,100,0,0,0,0,0
"03040101","Upper Yadkin",2000-02-29,32.32,67.68,0,0,0,0
"03040101","Upper Yadkin",2000-03-07,0,47.17,52.83,0,0,0
"03040101","Upper Yadkin",2000-03-14,0,47.17,52.83,0,0,0
"03040101","Upper Yadkin",2000-03-21,0,47.17,52.83,0,0,0
"03040101","Upper Yadkin",2000-03-28,0,59.54,40.46,0,0,0
"03040101","Upper Yadkin",2000-04-04,0,73.19,26.81,0,0,0
"03040101","Upper Yadkin",2000-04-11,2.86,70.33,26.81,0,0,0
"03040101","Upper Yadkin",2000-04-18,84.43,15.57,0,0,0,0
"03040101","Upper Yadkin",2000-04-25,98.66,1.34,0,0,0,0
"03040101","Upper Yadkin",2000-05-02,98.66,1.34,0,0,0,0
"03040101","Upper Yadkin",2000-05-09,100,0,0,0,0,0
"03040101","Upper Yadkin",2000-05-16,99.92,0.08,0,0,0,0
"03040101","Upper Yadkin",2000-05-23,99.33,0.67,0,0,0,0
"03040101","Upper Yadkin",2000-05-30,5.93,94.07,0,0,0,0
"03040101","Upper Yadkin",2000-06-06,5.93,94.07,0,0,0,0
"03040101","Upper Yadkin",2000-06-13,0,73.9,26.1,0,0,0
"03040101","Upper Yadkin",2000-06-20,0,41.35,58.65,0,0,0
"03040101","Upper Yadkin",2000-06-27,0,0,77.6,22.4,0,0
"03040101","Upper Yadkin",2000-07-04,0,11.23,45.54,43.23,0,0
"03040101","Upper Yadkin",2000-07-11,0,11.22,45.56,43.22,0,0
"03040101","Upper Yadkin",2000-07-18,0,0.98,56.62,42.4,0,0
"03040101","Upper Yadkin",2000-07-25,0.72,26.67,63.5,9.11,0,0
"03040101","Upper Yadkin",2000-08-01,1.97,30.11,67.69,0.23,0,0
"03040101","Upper Yadkin",2000-08-08,9.52,25.92,53.75,10.81,0,0
"03040101","Upper Yadkin",2000-08-15,17.95,64.38,14.5,3.17,0,0
"03040101","Upper Yadkin",2000-08-22,24.75,57.65,17.6,0,0,0
"03040101","Upper Yadkin",2000-08-29,22.91,59.5,17.59,0,0,0
"03040101","Upper Yadkin",2000-09-05,46.65,50.04,3.31,0,0,0
"03040101","Upper Yadkin",2000-09-12,46.64,50.05,3.31,0,0,0
"03040101","Upper Yadkin",2000-09-19,46.65,50.05,3.3,0,0,0
"03040101","Upper Yadkin",2000-09-26,100,0,0,0,0,0
"03040101","Upper Yadkin",2000-10-03,100,0,0,0,0,0
"03040101","Upper Yadkin",2000-10-10,86.62,13.38,0,0,0,0
"03040101","Upper Yadkin",2000-10-17,0,40.44,40.72,18.84,0,0
"03040101","Upper Yadkin",2000-10-24,0,24.91,25.08,48.78,1.23,0
"03040101","Upper Yadkin",2000-10-31,0,0,0,24.66,75.34,0
"03040101","Upper Yadkin",2000-11-07,0,0,0,25.75,74.25,0
"03040101","Upper Yadkin",2000-11-14,0,0,0,40.16,59.84,0
"03040101","Upper Yadkin",2000-11-21,0,0,1.96,70.47,27.57,0
"03040101","Upper Yadkin",2000-11-28,0,0,4.81,79.21,15.98,0
"03040101","Upper Yadkin",2000-12-05,0,0,13.87,70.15,15.98,0
"03040101","Upper Yadkin",2000-12-12,0,0,14.18,57.22,28.6,0
"03040101","Upper Yadkin",2000-12-19,0,0,18.84,81.16,0,0
"03040101","Upper Yadkin",2000-12-26,0,0,18.85,77.86,3.29,0
"03040101","Upper Yadkin",2001-01-02,0,0,18.84,79.14,2.02,0
"03040101","Upper Yadkin",2001-01-09,0,0,13.45,62.5,24.05,0
"03040101","Upper Yadkin",2001-01-16,0,0,13.45,62.5,24.05,0
"03040101","Upper Yadkin",2001-01-23,0,0,60.23,39.77,0,0
"03040101","Upper Yadkin",2001-01-30,0,0,60.23,39.77,0,0
"03040101","Upper Yadkin",2001-02-06,0,0,0,79.77,20.23,0
"03040101","Upper Yadkin",2001-02-13,0,0,0,0.02,99.98,0
"03040101","Upper Yadkin",2001-02-20,0,0,0,0.02,99.98,0
"03040101","Upper Yadkin",2001-02-27,0,0,0,0.02,99.98,0
"03040101","Upper Yadkin",2001-03-06,0,0,0,0.01,99.99,0
"03040101","Upper Yadkin",2001-03-13,0,0,0,0.33,99.67,0
"03040101","Upper Yadkin",2001-03-20,0,0,0,6.46,93.54,0
"03040101","Upper Yadkin",2001-03-27,0,0,0,6.46,93.54,0
"03040101","Upper Yadkin",2001-04-03,0,0,0,82.29,17.71,0
"03040101","Upper Yadkin",2001-04-10,0,0,0,82.29,17.71,0
"03040101","Upper Yadkin",2001-04-17,0,0,0,82.29,17.71,0
"03040101","Upper Yadkin",2001-04-24,0,0,0,82.29,17.71,0
"03040101","Upper Yadkin",2001-05-01,0,0,0,82.29,17.71,0
"03040101","Upper Yadkin",2001-05-08,0,0,0,9.55,90.45,0
"03040101","Upper Yadkin",2001-05-15,0,0,0,9.63,90.37,0
"03040101","Upper Yadkin",2001-05-22,0,0,0,22.2,77.8,0
"03040101","Upper Yadkin",2001-05-29,0,0,6.67,37.77,55.56,0
"03040101","Upper Yadkin",2001-06-05,0,0,8.18,32.65,59.17,0
"03040101","Upper Yadkin",2001-06-12,0,0,8.17,32.66,59.17,0
"03040101","Upper Yadkin",2001-06-19,0,0,12,36.82,51.18,0
"03040101","Upper Yadkin",2001-06-26,0,0,12,49.66,38.34,0
"03040101","Upper Yadkin",2001-07-03,0,0,78.19,21.33,0.48,0
"03040101","Upper Yadkin",2001-07-10,75.97,12.48,10.84,0.71,0,0
"03040101","Upper Yadkin",2001-07-17,75.97,12.48,10.84,0.71,0,0
"03040101","Upper Yadkin",2001-07-24,75.97,12.48,10.84,0.71,0,0
"03040101","Upper Yadkin",2001-07-31,79.3,9.15,11.55,0,0,0
"03040101","Upper Yadkin",2001-08-07,94.1,5.89,0.01,0,0,0
"03040101","Upper Yadkin",2001-08-14,100,0,0,0,0,0
"03040101","Upper Yadkin",2001-08-21,96.36,3.64,0,0,0,0
"03040101","Upper Yadkin",2001-08-28,58.55,41.45,0,0,0,0
"03040101","Upper Yadkin",2001-09-04,59.05,40.95,0,0,0,0
"03040101","Upper Yadkin",2001-09-11,27.83,72.17,0,0,0,0
"03040101","Upper Yadkin",2001-09-18,28.04,71.96,0,0,0,0
"03040101","Upper Yadkin",2001-09-25,69.15,30.85,0,0,0,0
"03040101","Upper Yadkin",2001-10-02,27.47,72.53,0,0,0,0
"03040101","Upper Yadkin",2001-10-09,0,22.2,77.8,0,0,0
"03040101","Upper Yadkin",2001-10-16,0,22.5,77.5,0,0,0
"03040101","Upper Yadkin",2001-10-23,0,21,79,0,0,0
"03040101","Upper Yadkin",2001-10-30,0,16.21,83.79,0,0,0
"03040101","Upper Yadkin",2001-11-06,0,0,100,0,0,0
"03040101","Upper Yadkin",2001-11-13,0,0,100,0,0,0
"03040101","Upper Yadkin",2001-11-20,0,0,0,100,0,0
"03040101","Upper Yadkin",2001-11-27,0,0,0,100,0,0
"03040101","Upper Yadkin",2001-12-04,0,0,0,64.8,35.2,0
"03040101","Upper Yadkin",2001-12-11,0,0,0,100,0,0
"03040101","Upper Yadkin",2001-12-18,0,0,0.11,99.89,0,0
"03040101","Upper Yadkin",2001-12-25,0,0,0.13,99.87,0,0
"03040101","Upper Yadkin",2002-01-01,0,0,0.52,99.48,0,0
"03040101","Upper Yadkin",2002-01-08,0,0,2.19,97.81,0,0
"03040101","Upper Yadkin",2002-01-15,0,0,0.21,99.79,0,0
"03040101","Upper Yadkin",2002-01-22,0,0,4.01,95.99,0,0
"03040101","Upper Yadkin",2002-01-29,0,0,26.1,73.9,0,0
"03040101","Upper Yadkin",2002-02-05,0,0,55.55,44.45,0,0
"03040101","Upper Yadkin",2002-02-12,0,0,50.8,49.2,0,0
"03040101","Upper Yadkin",2002-02-19,0,0,50.26,49.74,0,0
"03040101","Upper Yadkin",2002-02-26,0,0,16.56,83.44,0,0
"03040101","Upper Yadkin",2002-03-05,0,0,10.73,89.27,0,0
"03040101","Upper Yadkin",2002-03-12,0,0,0,5.2,94.8,0
"03040101","Upper Yadkin",2002-03-19,0,0,0.54,63.22,36.24,0
"03040101","Upper Yadkin",2002-03-26,0,0,13.61,54.66,31.73,0
"03040101","Upper Yadkin",2002-04-02,0,0.38,36.29,34.37,28.96,0
"03040101","Upper Yadkin",2002-04-09,0,0.01,34.81,36.53,28.65,0
"03040101","Upper Yadkin",2002-04-16,0,5.22,38.78,43.87,12.13,0
"03040101","Upper Yadkin",2002-04-23,0,1.49,32.83,57.7,7.98,0
"03040101","Upper Yadkin",2002-04-30,0,2.98,29.81,44.83,22.38,0
"03040101","Upper Yadkin",2002-05-07,0,1.14,59.03,16.41,23.42,0
"03040101","Upper Yadkin",2002-05-14,0,1.87,62.91,19.63,15.59,0
"03040101","Upper Yadkin",2002-05-21,0,5.14,49.94,31.78,13.14,0
"03040101","Upper Yadkin",2002-05-28,0,11.95,52.74,23.89,11.42,0
"03040101","Upper Yadkin",2002-06-04,0,8.9,63.47,14.7,12.93,0
"03040101","Upper Yadkin",2002-06-11,0,0,21.82,56.42,21.76,0
"03040101","Upper Yadkin",2002-06-18,0,0,0.54,39.31,26.14,34.01
"03040101","Upper Yadkin",2002-06-25,0,0,0,0.32,52.13,47.55
"03040101","Upper Yadkin",2002-07-02,0,0,0,1.57,50.22,48.21
"03040101","Upper Yadkin",2002-07-09,0,0,0,1.15,47.3,51.55
"03040101","Upper Yadkin",2002-07-16,0,0,0,1.23,49.66,49.11
"03040101","Upper Yadkin",2002-07-23,0,0,0,0.29,46.43,53.28
"03040101","Upper Yadkin",2002-07-30,0,0,0.64,65.81,14.46,19.09
"03040101","Upper Yadkin",2002-08-06,0,0,0,6.42,51.6,41.98
"03040101","Upper Yadkin",2002-08-13,0,0,0,2.18,58.79,39.03
"03040101","Upper Yadkin",2002-08-20,0,0,0,0.91,57.01,42.08
"03040101","Upper Yadkin",2002-08-27,0,0,0,0,47.78,52.22
"03040101","Upper Yadkin",2002-09-03,0,0,0,0,27.32,72.68
"03040101","Upper Yadkin",2002-09-10,0,0,0,0,13.65,86.35
"03040101","Upper Yadkin",2002-09-17,0,0,0,0,18.5,81.5
"03040101","Upper Yadkin",2002-09-24,0,0,0,0,18.48,81.52
"03040101","Upper Yadkin",2002-10-01,0,0,0,0.08,47.16,52.76
"03040101","Upper Yadkin",2002-10-08,0,0,0,0,4.05,95.95
"03040101","Upper Yadkin",2002-10-15,0,0,0,0,100,0
"03040101","Upper Yadkin",2002-10-22,0,0,5.21,82.18,12.61,0
"03040101","Upper Yadkin",2002-10-29,0,0,4.19,95.81,0,0
"03040101","Upper Yadkin",2002-11-05,0,0,0,100,0,0
"03040101","Upper Yadkin",2002-11-12,0,10.72,58.44,30.84,0,0
"03040101","Upper Yadkin",2002-11-19,0,69.43,30.57,0,0,0
"03040101","Upper Yadkin",2002-11-26,0,77.21,22.79,0,0,0
"03040101","Upper Yadkin",2002-12-03,0,71.68,28.32,0,0,0
"03040101","Upper Yadkin",2002-12-10,0,94.64,5.36,0,0,0
"03040101","Upper Yadkin",2002-12-17,56.81,43.19,0,0,0,0
"03040101","Upper Yadkin",2002-12-24,63.54,36.46,0,0,0,0
"03040101","Upper Yadkin",2002-12-31,99.8,0.2,0,0,0,0
"03040101","Upper Yadkin",2003-01-07,97.7,2.3,0,0,0,0
"03040101","Upper Yadkin",2003-01-14,97.36,2.64,0,0,0,0
"03040101","Upper Yadkin",2003-01-21,95.7,4.3,0,0,0,0
