"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","QwSysName","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","QwWellChars","QwWellCharsDesc","QwWellType","QwWellTypeDesc","QwWellPurpose","QwWellPurposeDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","LithDataProvider","ConstDataProvider","Link"
"NCDWR","G50W2","North Carolina Department of Environmental Quality Division of Water Resources","Gibsonville","36.088262","-79.547915","NAD83","GPS","<.05 ft","647.877","1","Feet","NAVD88","Trimble R10","<.1 ft","493","1","Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers","US","United States of America","37","North Carolina","081","Guilford County","","Bedrock","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=G50W2&tl=1"
"USGS","361011079595401","U.S. Geological Survey","GU-659 AT OAK RIDGE (REGOLITH)","36.1697777777778","-79.9982777777778","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- .1 second (differentially corrected GPS)","970.1","1","Feet","NAVD88","Differential Global Positioning System (DGPS) - NOT FOR NEW DATA ENTRY IF GNSS methods used. Historically used and includes DGPS and SGPS methods. After October, 2014 only use if commercial DGPS of sub meter accuracy was used.","+/- 0.1 ft","43","1","Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers","US","United States of America","37","North Carolina","081","Guilford County","100RGLT","Regolith","WELL","UNCONFINED","","0","No","","","","","","","","","","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=361011079595401&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"NCDWR","F62J1","North Carolina Department of Environmental Quality Division of Water Resources","East Bend VFD","36.22421","-80.50564","NAD83","GPS","<.05 ft","1016.841","1","Feet","NAVD88","Trimble R10","<.1 ft","603","1","Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers","US","United States of America","37","North Carolina","197","Yadkin County","","Bedrock","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=F62J1&tl=1"
"NCDWR","E61C1","North Carolina Department of Environmental Quality Division of Water Resources","Grassy Ridge Well","36.33285","-80.46027","NAD83","GPS","<.05 ft","1038.899","1","Feet","NAVD88","Trimble R10","<.1 ft","183","1","Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers","US","United States of America","37","North Carolina","171","Surry County","","Bedrock","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=E**61C1&tl=1"
"NCDWR","D61X1","North Carolina Department of Environmental Quality Division of Water Resources","Pilot Mtn. Well #2","36.343972","-80.467563","NAD83","GPS","<.05 ft","1339.03","1","Feet","NAVD88","Trimble R10","<.1 ft","297","1","Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers","US","United States of America","37","North Carolina","171","Surry County","","Bedrock","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=D**61X1&tl=1"
"NCDWR","D52L1","North Carolina Department of Environmental Quality Division of Water Resources","Upper Piedmont RS","36.375486","-79.685453","NAD83","GPS","<.05","704.57","1","Feet","NAVD88","Trimble R10","<.1 ft","38","1","Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers","US","United States of America","37","North Carolina","157","Rockingham County","Bs","Basement saprolite","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=D**52L1&tl=1"
"USGS","345809077301408","U.S. Geological Survey","JO-035 (NC-173), NCDENR COMFORT RS (SURFICIAL)","34.97","-77.5033333333333","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","65.46","1","Feet","NAVD88","Differential Global Positioning System (DGPS) - NOT FOR NEW DATA ENTRY IF GNSS methods used. Historically used and includes DGPS and SGPS methods. After October, 2014 only use if commercial DGPS of sub meter accuracy was used.","+/- .1 ft","15","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","103","Jones County","110QPLC","Post Miocene (Quaternary + Pliocene) Rocks","WELL","UNCONFINED","","0","No","","","","","","","","","","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=345809077301408&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"NCDWR","T23X1","North Carolina Department of Environmental Quality Division of Water Resources","Olivers Crossroad","35.00664","-77.30248","NAD83","GPS","<.05","44.679","1","Feet","NAVD88","Trimble R10","<.1 ft","167","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","103","Jones County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**23X1&tl=1"
"NCDWR","T24J1","North Carolina Department of Environmental Quality Division of Water Resources","Jones Middle School","35.06575","-77.34527","NAD83","GPS","<.05","24.737","1","Feet","NAVD88","Trimble R10","<.1 ft","1005","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","103","Jones County","Klcf","Lower Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**24J1&tl=1"
"NCDWR","T24J2","North Carolina Department of Environmental Quality Division of Water Resources","Jones Middle School","35.06575","-77.34527","NAD83","GPS","<.05","24.787","1","Feet","NAVD88","Trimble R10","<.1 ft","175","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","103","Jones County","Tb","Beaufort","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**24J2&tl=1"
"NCDWR","T24J3","North Carolina Department of Environmental Quality Division of Water Resources","Jones Middle School","35.06575","-77.34527","NAD83","GPS","<.05","23.927","1","Feet","NAVD88","Trimble R10","<.1 ft","95","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","103","Jones County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**24J3&tl=1"
"NCDWR","T24J4","North Carolina Department of Environmental Quality Division of Water Resources","Jones Middle School","35.06575","-77.34527","NAD83","GPS","<.05","23.517","1","Feet","NAVD88","Trimble R10","<.1 ft","35","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","103","Jones County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**24J4&tl=1"
"NCDWR","T24J5","North Carolina Department of Environmental Quality Division of Water Resources","Jones Middle School","35.06575","-77.34527","NAD83","GPS","<.05","25.237","1","Feet","NAVD88","Trimble R10","<.1 ft","355","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","103","Jones County","Kpd","Peedee","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**24J5&tl=1"
"NCDWR","T24J6","North Carolina Department of Environmental Quality Division of Water Resources","Jones Middle School","35.06575","-77.34527","NAD83","GPS","<.05","23.427","1","Feet","NAVD88","Trimble R10","<.1 ft","530","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","103","Jones County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**24J6&tl=1"
"NCDWR","T24J7","North Carolina Department of Environmental Quality Division of Water Resources","Jones Middle School","35.06575","-77.34527","NAD83","GPS","<.05","23.877","1","Feet","NAVD88","Trimble R10","<.1 ft","810","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","103","Jones County","Kucf","Upper Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=T**24J7&tl=1"
"NCDWR","S22J9","North Carolina Department of Environmental Quality Division of Water Resources","Clarks","35.137475","-77.171389","NAD83","GPS","<.05","27.564","1","Feet","NAVD88","Trimble R10","<.1 ft","530","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","049","Craven County","Kpd","Peedee","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=S**22J9&tl=1"
"NCDWR","S22J10","North Carolina Department of Environmental Quality Division of Water Resources","Clarks","35.137475","-77.171389","NAD83","GPS","<.05","27.744","1","Feet","NAVD88","Trimble R10","<.1 ft","726","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","049","Craven County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=S**22J10&tl=1"
"NCDWR","S22J12","North Carolina Department of Environmental Quality Division of Water Resources","Clarks","35.137475","-77.171389","NAD83","GPS","<.05","26.094","1","Feet","NAVD88","Trimble R10","<.1 ft","1057","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","049","Craven County","Kucf","Upper Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=S**22J12&tl=1"
"NCDWR","S22J4","North Carolina Department of Environmental Quality Division of Water Resources","Clarks","35.137475","-77.171389","NAD83","GPS","<.05","26.214","1","Feet","NAVD88","Trimble R10","<.1 ft","14","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","049","Craven County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=S**22J4&tl=1"
"NCDWR","S22J5","North Carolina Department of Environmental Quality Division of Water Resources","Clarks","35.137475","-77.171389","NAD83","GPS","<.05","26.654","1","Feet","NAVD88","Trimble R10","<.1 ft","80","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","049","Craven County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=S**22J5&tl=1"
"NCDWR","S22J8","North Carolina Department of Environmental Quality Division of Water Resources","Clarks","35.137475","-77.171389","NAD83","GPS","<.05","27.434","1","Feet","NAVD88","Trimble R10","<.1 ft","338","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","049","Craven County","Tb","Beaufort","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","https://www.ncwater.org/?page=536&id=S**22J8&tl=1"
"NCDWR","S26I1","North Carolina Department of Environmental Quality Division of Water Resources","Beaver Creek","35.139489","-77.530205","NAD83","GPS","<.05","58.232","1","Feet","NAVD88","Trimble R10","<.1 ft","185","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","103","Jones County","Kpd","Peedee","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=S**26I1&tl=1"
"NCDWR","S26I2","North Carolina Department of Environmental Quality Division of Water Resources","Beaver Creek","35.139489","-77.530205","NAD83","GPS","<.05","58.622","1","Feet","NAVD88","Trimble R10","<.1 ft","785","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","103","Jones County","Klcf","Lower Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=S**26I2&tl=1"
"NCDWR","S26I3","North Carolina Department of Environmental Quality Division of Water Resources","Beaver Creek","35.139489","-77.530205","NAD83","GPS","<.05","58.822","1","Feet","NAVD88","Trimble R10","<.1 ft","14","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","103","Jones County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=S**26I3&tl=1"
"NCDWR","S26I5","North Carolina Department of Environmental Quality Division of Water Resources","Beaver Creek","35.139489","-77.530205","NAD83","GPS","<.05","58.622","1","Feet","NAVD88","Trimble R10","<.1 ft","577","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","103","Jones County","Kucf","Upper Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=S**26I5&tl=1"
"NCDWR","S26I6","North Carolina Department of Environmental Quality Division of Water Resources","Beaver Creek","35.139489","-77.530205","NAD83","GPS","<.05","59.022","1","Feet","NAVD88","Trimble R10","<.1 ft","485","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","103","Jones County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=S**26I6&tl=1"
"NCDWR","S27D1","North Carolina Department of Environmental Quality Division of Water Resources","Woodington School","35.159436","-77.633824","NAD83","GPS","<.05","124.936","1","Feet","NAVD88","Trimble R10","<.1 ft","190","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","107","Lenoir County","Kpd","Peedee","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=S**27D1&tl=1"
"NCDWR","R23X8","North Carolina Department of Environmental Quality Division of Water Resources","Cove City","35.172305","-77.311178","NAD83","GPS","<.05","43.606","1","Feet","NAVD88","Trimble R10","<.1 ft","507","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","049","Craven County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**23X8&tl=1"
"NCDWR","R23X10","North Carolina Department of Environmental Quality Division of Water Resources","Cove City","35.172305","-77.311178","NAD83","GPS","<.05","44.046","1","Feet","NAVD88","Trimble R10","<.1 ft","1005","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","049","Craven County","Klcf","Lower Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**23X10&tl=1"
"NCDWR","R23X9","North Carolina Department of Environmental Quality Division of Water Resources","Cove City","35.172305","-77.311178","NAD83","GPS","<.05","43.926","1","Feet","NAVD88","Trimble R10","<.1 ft","869","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","049","Craven County","Kucf","Upper Cape Fear","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**23X9&tl=1"
"NCDWR","R23X6","North Carolina Department of Environmental Quality Division of Water Resources","Cove City","35.172305","-77.311178","NAD83","GPS","<.05","42.486","1","Feet","NAVD88","Trimble R10","<.1 ft","101","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","049","Craven County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**23X6&tl=1"
"NCDWR","R23X7","North Carolina Department of Environmental Quality Division of Water Resources","Cove City","35.172305","-77.311178","NAD83","GPS","<.05","42.806","1","Feet","NAVD88","Trimble R10","<.1 ft","213","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","049","Craven County","Tb","Beaufort","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**23X7&tl=1"
"NCDWR","R23X2","North Carolina Department of Environmental Quality Division of Water Resources","Cove City","35.172305","-77.311178","NAD83","GPS","<.05","44.266","1","Feet","NAVD88","Trimble R10","<.1 ft","98","1","Feet","N400CSLHYN","Castle Hayne aquifer","US","United States of America","37","North Carolina","049","Craven County","Tch","Castle Hayne","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**23X2&tl=1"
"NCDWR","R23X4","North Carolina Department of Environmental Quality Division of Water Resources","Cove City","35.172305","-77.311178","NAD83","GPS","<.05","44.246","1","Feet","NAVD88","Trimble R10","<.1 ft","307","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","049","Craven County","Kpd","Peedee","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**23X4&tl=1"
"NCDWR","R23X5","North Carolina Department of Environmental Quality Division of Water Resources","Cove City","35.172305","-77.311178","NAD83","GPS","<.05","44.806","1","Feet","NAVD88","Trimble R10","<.1 ft","13","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","049","Craven County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**23X5&tl=1"
"NCDWR","R29T5","North Carolina Department of Environmental Quality Division of Water Resources","Moss Hill","35.19616","-77.752824","NAD83","GPS","<.05","96.708","1","Feet","NAVD88","Trimble R10","<.1 ft","25","1","Feet","S100SURFCL","Surficial aquifer system","US","United States of America","37","North Carolina","107","Lenoir County","S","Surficial","WELL","UNCONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**29T5&tl=1"
"NCDWR","R29T6","North Carolina Department of Environmental Quality Division of Water Resources","Moss Hill","35.19616","-77.752824","NAD83","GPS","<.05","96.678","1","Feet","NAVD88","Trimble R10","<.1 ft","115","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","107","Lenoir County","Kpd","Peedee","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**29T6&tl=1"
"NCDWR","R29T7","North Carolina Department of Environmental Quality Division of Water Resources","Moss Hill","35.19616","-77.752824","NAD83","GPS","<.05","100.888","1","Feet","NAVD88","Trimble R10","<.1 ft","315","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","107","Lenoir County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**29T7&tl=1"
"NCDWR","R29T8","North Carolina Department of Environmental Quality Division of Water Resources","Moss Hill","35.19616","-77.752824","NAD83","GPS","<.05","101.298","1","Feet","NAVD88","Trimble R10","<.1 ft","197","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","107","Lenoir County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**29T8&tl=1"
"NCDWR","R26N5","North Carolina Department of Environmental Quality Division of Water Resources","Southwood School","35.209201","-77.564518","NAD83","GPS","<.05","66.197","1","Feet","NAVD88","Trimble R10","<.1 ft","184","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","107","Lenoir County","Kpd","Peedee","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=R**26N5&tl=1"
"NCDWR","Q27R7","North Carolina Department of Environmental Quality Division of Water Resources","Kinston Yard","35.269344","-77.618238","NAD83","GPS","<.05","43.826","1","Feet","NAVD88","Trimble R10","<.1 ft","212","1","Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system","US","United States of America","37","North Carolina","107","Lenoir County","Kbc","Black Creek","WELL","CONFINED","water_quality_network","1","Yes","1","Yes","1","Background","2","Trend","1","Dedicated Monitoring/Observation","water_level_network","1","Yes","1","Yes","3","Known Changes","2","Trend","1","Dedicated Monitoring/Observation","NCDWR","NCDWR","http://www.ncwater.org/?page=536&id=Q**27R7&tl=1"
