"site","AgencyCd","SiteName","DecLatVa","DecLongVa","AltVa","AltUnitsNm","WellDepth","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","link"
"O23L5","NCDWR","Chicod",35.46364,-77.275232,40.56,"Feet",319,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kubc","Upper Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o23l5084337lev.txt"
"O23L6","NCDWR","Chicod",35.46364,-77.275232,40.73,"Feet",87,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",147,"Pitt County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o23l6084339lev.txt"
"O23L7","NCDWR","Chicod",35.46364,-77.275232,40.51,"Feet",175,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o23l7084341lev.txt"
"O23L8","NCDWR","Chicod",35.46364,-77.275232,41.41,"Feet",836,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o23l8084342lev.txt"
"O27J10","NCDWR","Eastern Correctional Institution",35.482494,-77.597095,76.51,"Feet",125,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",79,"Greene County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o27j10084345lev.txt"
"O27J11","NCDWR","Eastern Correctional Institution",35.482494,-77.597095,76.72,"Feet",325,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",79,"Greene County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o27j11084347lev.txt"
"O27J8","NCDWR","Eastern Correctional Institution",35.482494,-77.597095,76.58,"Feet",17,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",79,"Greene County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o27j8084349lev.txt"
"O27J9","NCDWR","Eastern Correctional Institution",35.482494,-77.597095,76.55,"Feet",55,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",79,"Greene County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o27j9084351lev.txt"
"O28K3","NCDWR","Snow Hill",35.455055,-77.668767,37.581,"Feet",415,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",79,"Greene County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o28k3084353lev.txt"
"O28K4","NCDWR","Snow Hill",35.455055,-77.668767,37.481,"Feet",239,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",79,"Greene County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o28k4084355lev.txt"
"O28K5","NCDWR","Snow Hill",35.455055,-77.668767,37.361,"Feet",81,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",79,"Greene County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o28k5084357lev.txt"
"O28K6","NCDWR","Snow Hill",35.455055,-77.668767,37.541,"Feet",25,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",79,"Greene County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o28k6084359lev.txt"
"O30J1","NCDWR","Saulston",35.469778,-77.849778,98.36,"Feet",45,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",191,"Wayne County","Kubc","Upper Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o30j1084401lev.txt"
"O30J2","NCDWR","Saulston",35.469778,-77.849778,98.15,"Feet",96,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",191,"Wayne County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o30j2084403lev.txt"
"O30J3","NCDWR","Saulston",35.469778,-77.849778,97.97,"Feet",175,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",191,"Wayne County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o30j3084405lev.txt"
"O30J4","NCDWR","Saulston",35.469778,-77.849778,98.67,"Feet",18,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",191,"Wayne County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o30j4084407lev.txt"
"O87D1","NCDWR","Bent Creek (DWQ Research Station)",35.490833,-82.644167,2368.04,"Feet",25,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",21,"Buncombe County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o87d1084409lev.txt"
"O97L1","NCDWR","Deep Creek Campground",35.463206,-83.435249,1817.115,"Feet",112,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",173,"Swain County","Br","Basement rock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o97l1084410lev.txt"
"O97W2","NCDWR","Bryson City",35.421774,-83.456734,1715.93,"Feet",555,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",173,"Swain County","Br","Basement rock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/o97w2084412lev.txt"
"P16O2","NCDWR","Southside Ferry",35.377191,-76.749237,3.867,"Feet",47,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p16o2084414lev.txt"
"P16O3","NCDWR","Southside Ferry",35.377191,-76.749237,3.787,"Feet",370,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p16o3084416lev.txt"
"P16O4","NCDWR","Southside Ferry",35.377191,-76.749237,3.987,"Feet",250,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p16o4084418lev.txt"
"P17E1","NCDWR","Whitley Farms",35.400578,-76.832719,11.763,"Feet",186,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p17e1084420lev.txt"
"P17E2","NCDWR","Whitley Farms",35.400578,-76.832719,12.243,"Feet",370,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p17e2084422lev.txt"
"P17E3","NCDWR","Whitley Farms",35.400578,-76.832719,12.543,"Feet",49,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p17e3084424lev.txt"
"P17E5","NCDWR","Whitley Farms",35.40096,-76.83281,11.763,"Feet",35,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",13,"Beaufort County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p17e5084426lev.txt"
"P17I12","NCDWR","Lee Creek",35.386451,-76.783141,22.091,"Feet",494,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p17i12084428lev.txt"
"P17I13","NCDWR","Lee Creek",35.386451,-76.783141,21.801,"Feet",41,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",13,"Beaufort County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p17i13084430lev.txt"
"P17I6","NCDWR","Lee Creek",35.386451,-76.783141,22.111,"Feet",336,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p17i6084432lev.txt"
"P17I7","NCDWR","Lee Creek",35.386451,-76.783141,21.881,"Feet",72,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p17i7084433lev.txt"
"P17I9","NCDWR","Lee Creek",35.38645,-76.783141,21.491,"Feet",946,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p17i9084436lev.txt"
"P18V3","NCDWR","Bonnerton",35.343707,-76.861047,36.068,"Feet",30,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",13,"Beaufort County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p18v3084438lev.txt"
"P18V4","NCDWR","Bonnerton",35.343707,-76.861047,35.578,"Feet",385,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p18v4084440lev.txt"
"P18V5","NCDWR","Bonnerton",35.343707,-76.861047,35.488,"Feet",280,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p18v5084441lev.txt"
"P18V6","NCDWR","Bonnerton",35.343707,-76.861047,35.128,"Feet",86,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p18v6084444lev.txt"
"P18V7","NCDWR","Bonnerton",35.343707,-76.861047,35.978,"Feet",1000,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p18v7084445lev.txt"
"P18V8","NCDWR","Bonnerton",35.343707,-76.861047,35.958,"Feet",457,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p18v8084447lev.txt"
"P19M2","NCDWR","Cox Crossroads",35.373479,-76.951008,25.21,"Feet",40,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p19m2084449lev.txt"
"P19M4","NCDWR","Cox Crossroads",35.373479,-76.951008,24.76,"Feet",800,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p19m4084451lev.txt"
"P19M5","NCDWR","Cox Crossroads",35.373479,-76.951008,24.23,"Feet",390,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p19m5084453lev.txt"
"P19M6","NCDWR","Cox Crossroads",35.373479,-76.951008,25.76,"Feet",250,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p19m6084455lev.txt"
"P21G1","NCDWR","Wilmar Fire Tower",35.393509,-77.144768,55.363,"Feet",106,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",49,"Craven County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21g1084457lev.txt"
"P21K3","NCDWR","Wilmar",35.381484,-77.087762,39.848,"Feet",29,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",13,"Beaufort County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21k3084459lev.txt"
"P21K4","NCDWR","Wilmar",35.381484,-77.087762,39.208,"Feet",200,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21k4084502lev.txt"
"P21K5","NCDWR","Wilmar",35.381484,-77.087762,39.915,"Feet",918,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21k5084504lev.txt"
"P21K6","NCDWR","Wilmar",35.381484,-77.087762,39.885,"Feet",200,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21k6084506lev.txt"
"P21K7","NCDWR","Wilmar",35.381484,-77.087762,39.547,"Feet",320,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Tb","Beaufort","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21k7084508lev.txt"
"P21K9","NCDWR","Wilmar",35.381484,-77.087762,39.767,"Feet",712,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21k9084510lev.txt"
"P21N1","NCDWR","Purser",35.373997,-77.135278,43.32,"Feet",172,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",49,"Craven County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21n1084512lev.txt"
"P21N2","NCDWR","Purser",35.373997,-77.135278,43.27,"Feet",44,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",49,"Craven County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21n2084515lev.txt"
"P21N3","NCDWR","Purser",35.373997,-77.135278,43.2,"Feet",20,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",49,"Craven County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p21n3084517lev.txt"
"P22F6","NCDWR","Calico",35.395336,-77.234249,25.991,"Feet",22,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",147,"Pitt County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p22f6084519lev.txt"
"P22F7","NCDWR","Calico",35.395367,-77.234265,26.081,"Feet",72,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",147,"Pitt County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p22f7084521lev.txt"
"P22U10","NCDWR","Palmetto Swamp",35.332429,-77.17249,26.281,"Feet",85,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",49,"Craven County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p22u10084523lev.txt"
"P22U6","NCDWR","Palmetto Swamp",35.332429,-77.17249,26.121,"Feet",619,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",49,"Craven County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p22u6084525lev.txt"
"P22U7","NCDWR","Palmetto Swamp",35.332429,-77.17249,26.191,"Feet",350,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",49,"Craven County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p22u7084527lev.txt"
"P22U8","NCDWR","Palmetto Swamp",35.332429,-77.17249,26.251,"Feet",239,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",49,"Craven County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p22u8084529lev.txt"
"P22U9","NCDWR","Palmetto Swamp",35.332429,-77.17249,25.741,"Feet",25,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",49,"Craven County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p22u9084531lev.txt"
"P24O1","NCDWR","Grifton Ball Field",35.371097,-77.409819,28.564,"Feet",705,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Klcf","Lower Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p24o1084533lev.txt"
"P24O2","NCDWR","Grifton Ball Field",35.371097,-77.409819,28.744,"Feet",490,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p24o2084535lev.txt"
"P24O3","NCDWR","Grifton Ball Field",35.371097,-77.409819,28.374,"Feet",268,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p24o3084537lev.txt"
"P24O4","NCDWR","Grifton Ball Field",35.371097,-77.409819,27.674,"Feet",128,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",147,"Pitt County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p24o4084538lev.txt"
"P24O5","NCDWR","Grifton Ball Field",35.371097,-77.409819,27.994,"Feet",35,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",147,"Pitt County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p24o5084540lev.txt"
"P26U4","NCDWR","Savannah School",35.336736,-77.511829,73.931,"Feet",50,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",107,"Lenoir County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p26u4084542lev.txt"
"P26U5","NCDWR","Savannah School",35.336736,-77.511829,73.791,"Feet",570,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",107,"Lenoir County","Kucf","Upper Cape Fear","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p26u5084544lev.txt"
"P26U6","NCDWR","Savannah School",35.336736,-77.511829,73.711,"Feet",185,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",107,"Lenoir County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p26u6084546lev.txt"
"P26U7","NCDWR","Savannah School",35.336736,-77.511829,73.991,"Feet",373,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",107,"Lenoir County","Kbc","Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p26u7084548lev.txt"
"P26U8","NCDWR","Savannah School",35.336736,-77.511829,74.141,"Feet",269,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",107,"Lenoir County","Kubc","Upper Black Creek","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p26u8084549lev.txt"
"P38I1","NCDWR","I-40/I-95",35.393419,-78.51945,205.03,"Feet",307,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",101,"Johnston County","Br","Basement rock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p38i1084551lev.txt"
"P51O1","NCDWR","Williams Old Home Place",35.37269,-79.65738,486.299,"Feet",102,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",125,"Moore County","Br","Basement rock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p51o1084553lev.txt"
"P54H1","NCDWR","Densons Creek Park",35.38378,-79.88012,537.23,"Feet",250,"Feet","N400PDMBRX","Piedmont and Blue Ridge crystalline-rock aquifers",37,"North Carolina",123,"Montgomery County","Br","Basement rock","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/p54h1084555lev.txt"
"Q15U3","NCDWR","Hobucken",35.255031,-76.595863,7.824,"Feet",570,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",137,"Pamlico County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q15u3084557lev.txt"
"Q15U4","NCDWR","Hobucken",35.255031,-76.595863,6.024,"Feet",570,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",137,"Pamlico County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q15u4084559lev.txt"
"Q15U5","NCDWR","Hobucken",35.255031,-76.595863,7.044,"Feet",740,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",137,"Pamlico County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q15u5084600lev.txt"
"Q15U6","NCDWR","Hobucken",35.255031,-76.595863,7.004,"Feet",105,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",137,"Pamlico County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q15u6084602lev.txt"
"Q15U7","NCDWR","Hobucken",35.255031,-76.595863,5.504,"Feet",973,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",137,"Pamlico County","Kpd","Peedee","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q15u7084604lev.txt"
"Q15U8","NCDWR","Hobucken",35.255031,-76.595863,7.624,"Feet",25,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",137,"Pamlico County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q15u8084606lev.txt"
"Q16G3","NCDWR","Godley",35.315752,-76.727595,9.864,"Feet",280,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q16g3084607lev.txt"
"Q16G4","NCDWR","Godley",35.315752,-76.727595,9.894,"Feet",500,"Feet","N400CSLHYN","Castle Hayne aquifer",37,"North Carolina",13,"Beaufort County","Tch","Castle Hayne","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q16g4084609lev.txt"
"Q16G5","NCDWR","Godley",35.315752,-76.727595,9.784,"Feet",40,"Feet","S100NATLCP","Northern Atlantic Coastal Plain aquifer system",37,"North Carolina",13,"Beaufort County","Ty","Yorktown","WELL","CONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q16g5084611lev.txt"
"Q16G6","NCDWR","Godley",35.315752,-76.727595,9.684,"Feet",16,"Feet","S100SURFCL","Surficial aquifer system",37,"North Carolina",13,"Beaufort County","S","Surficial","WELL","UNCONFINED","https://www.ncwater.org/Data_and_Modeling/Ground_Water_Databases/potmaps/gwbdatafiles/q16g6084614lev.txt"
